INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2024-04-01T18:00:00-00:00,2024-04-01T19:00:00-00:00,2024-04-01,12,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,0.12378,1
2024-04-01T08:00:00-00:00,2024-04-01T09:00:00-00:00,2024-04-01,2,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,37.08923,1
2024-04-02T05:00:00-00:00,2024-04-02T06:00:00-00:00,2024-04-01,23,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,41.68993,1
2024-04-02T06:00:00-00:00,2024-04-02T07:00:00-00:00,2024-04-01,24,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,40.46464,1
2024-04-01T19:00:00-00:00,2024-04-01T20:00:00-00:00,2024-04-01,13,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,-5.8382,1
2024-04-01T20:00:00-00:00,2024-04-01T21:00:00-00:00,2024-04-01,14,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,-6.88915,1
2024-04-01T22:00:00-00:00,2024-04-01T23:00:00-00:00,2024-04-01,16,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,-5.70977,1
2024-04-01T15:00:00-00:00,2024-04-01T16:00:00-00:00,2024-04-01,9,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,31.44436,1
2024-04-01T11:00:00-00:00,2024-04-01T12:00:00-00:00,2024-04-01,5,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,34.40479,1
2024-04-01T16:00:00-00:00,2024-04-01T17:00:00-00:00,2024-04-01,10,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,20.97643,1
2024-04-01T09:00:00-00:00,2024-04-01T10:00:00-00:00,2024-04-01,3,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,33.94662,1
2024-04-01T10:00:00-00:00,2024-04-01T11:00:00-00:00,2024-04-01,4,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,33.12311,1
2024-04-02T04:00:00-00:00,2024-04-02T05:00:00-00:00,2024-04-01,22,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,43.54637,1
2024-04-01T07:00:00-00:00,2024-04-01T08:00:00-00:00,2024-04-01,1,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,43.23903,1
2024-04-01T12:00:00-00:00,2024-04-01T13:00:00-00:00,2024-04-01,6,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,47.35676,1
2024-04-01T13:00:00-00:00,2024-04-01T14:00:00-00:00,2024-04-01,7,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,52.88912,1
2024-04-02T03:00:00-00:00,2024-04-02T04:00:00-00:00,2024-04-01,21,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,44.37416,1
2024-04-01T17:00:00-00:00,2024-04-01T18:00:00-00:00,2024-04-01,11,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,4.46605,1
2024-04-01T21:00:00-00:00,2024-04-01T22:00:00-00:00,2024-04-01,15,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,-6.36971,1
2024-04-01T23:00:00-00:00,2024-04-02T00:00:00-00:00,2024-04-01,17,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,2.81849,1
2024-04-02T00:00:00-00:00,2024-04-02T01:00:00-00:00,2024-04-01,18,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,22.29739,1
2024-04-02T01:00:00-00:00,2024-04-02T02:00:00-00:00,2024-04-01,19,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,40.6929,1
2024-04-02T02:00:00-00:00,2024-04-02T03:00:00-00:00,2024-04-01,20,0,CLAP_AEPCO-APND,CLAP_AEPCO-APND,CLAP_AEPCO-APND,DAM,LMP,LMP_PRC,CLAP_AEPCO-APND,ALL_APNODES,0,46.8534,1
